NGO_Name,state,Primary_SDG,Annual_Budget,Data_Assets,Infrastructure_Gap,Debt_Sensitivity,ZOPA_Flexibility
Bharat_Impact_NGO_0781,Gujarat,SDG 9: Industry & Innovation,332519,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.17
Bharat_Impact_NGO_0782,Rajasthan,SDG 4: Quality Education,2004920,Traditional Craft Knowledge,Smart Village Grids,Medium,0.34
Bharat_Impact_NGO_0783,Kerala,SDG 13: Climate Action,1435139,Vernacular Language Datasets,Vernacular AI Models,Medium,0.15
Bharat_Impact_NGO_0784,Maharashtra,SDG 4: Quality Education,3684389,Traditional Craft Knowledge,Smart Village Grids,High,0.33
Bharat_Impact_NGO_0785,Gujarat,SDG 4: Quality Education,2475140,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.81
Bharat_Impact_NGO_0786,West Bengal,SDG 4: Quality Education,2873847,Rural Land Records,Tier-3 City Cloud Infrastructure,Medium,0.25
Bharat_Impact_NGO_0787,Tamil Nadu,SDG 4: Quality Education,919011,Traditional Craft Knowledge,Vernacular AI Models,Low,0.81
Bharat_Impact_NGO_0788,Rajasthan,SDG 17: Partnerships,3050033,Localized Crop Yield Data,Vernacular AI Models,Medium,0.68
Bharat_Impact_NGO_0789,West Bengal,SDG 13: Climate Action,1489266,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.56
Bharat_Impact_NGO_0790,Odisha,SDG 9: Industry & Innovation,2465926,Vernacular Language Datasets,Last-mile Fiber (BharatNet),High,0.82
Bharat_Impact_NGO_0791,West Bengal,SDG 17: Partnerships,2184284,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,High,0.17
Bharat_Impact_NGO_0792,Rajasthan,SDG 4: Quality Education,642010,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.51
Bharat_Impact_NGO_0793,Rajasthan,SDG 17: Partnerships,1295474,Vernacular Language Datasets,Smart Village Grids,Medium,0.17
Bharat_Impact_NGO_0794,Bihar,SDG 17: Partnerships,791991,Traditional Craft Knowledge,Smart Village Grids,Medium,0.14
Bharat_Impact_NGO_0795,Kerala,SDG 13: Climate Action,2636737,Rural Land Records,Last-mile Fiber (BharatNet),High,0.31
Bharat_Impact_NGO_0796,Rajasthan,SDG 9: Industry & Innovation,3552617,Vernacular Language Datasets,Smart Village Grids,Medium,0.3
Bharat_Impact_NGO_0797,Gujarat,SDG 4: Quality Education,1927188,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.73
Bharat_Impact_NGO_0798,Gujarat,SDG 9: Industry & Innovation,497285,Vernacular Language Datasets,Vernacular AI Models,Medium,0.55
Bharat_Impact_NGO_0799,Tamil Nadu,SDG 13: Climate Action,511015,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.77
Bharat_Impact_NGO_0800,Karnataka,SDG 4: Quality Education,1115014,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.42
Bharat_Impact_NGO_0801,Tamil Nadu,SDG 4: Quality Education,2959580,Vernacular Language Datasets,Vernacular AI Models,High,0.65
Bharat_Impact_NGO_0802,Kerala,SDG 4: Quality Education,3725836,Vernacular Language Datasets,Smart Village Grids,High,0.16
Bharat_Impact_NGO_0803,Odisha,SDG 17: Partnerships,3281214,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.36
Bharat_Impact_NGO_0804,Kerala,SDG 4: Quality Education,264820,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.34
Bharat_Impact_NGO_0805,Tamil Nadu,SDG 17: Partnerships,1847500,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.65
Bharat_Impact_NGO_0806,Odisha,SDG 17: Partnerships,1300778,Traditional Craft Knowledge,Vernacular AI Models,High,0.53
Bharat_Impact_NGO_0807,Uttar Pradesh,SDG 13: Climate Action,4822440,Rural Land Records,Smart Village Grids,Medium,0.69
Bharat_Impact_NGO_0808,Tamil Nadu,SDG 4: Quality Education,2128115,Localized Crop Yield Data,Agri-Tech Sensors,High,0.44
Bharat_Impact_NGO_0809,Karnataka,SDG 9: Industry & Innovation,1417917,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.47
Bharat_Impact_NGO_0810,Gujarat,SDG 4: Quality Education,1336649,Rural Land Records,Vernacular AI Models,Low,0.16
Bharat_Impact_NGO_0811,Rajasthan,SDG 4: Quality Education,3514005,Traditional Craft Knowledge,Smart Village Grids,High,0.41
Bharat_Impact_NGO_0812,West Bengal,SDG 13: Climate Action,3575217,Rural Land Records,Vernacular AI Models,Low,0.33
Bharat_Impact_NGO_0813,Tamil Nadu,SDG 13: Climate Action,2556552,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.66
Bharat_Impact_NGO_0814,Maharashtra,SDG 4: Quality Education,3304176,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.12
Bharat_Impact_NGO_0815,Uttar Pradesh,SDG 9: Industry & Innovation,3249250,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.62
Bharat_Impact_NGO_0816,Tamil Nadu,SDG 4: Quality Education,194854,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.26
Bharat_Impact_NGO_0817,Rajasthan,SDG 17: Partnerships,597672,Rural Land Records,Tier-3 City Cloud Infrastructure,Medium,0.4
Bharat_Impact_NGO_0818,Tamil Nadu,SDG 13: Climate Action,452978,Traditional Craft Knowledge,Vernacular AI Models,High,0.89
Bharat_Impact_NGO_0819,Odisha,SDG 17: Partnerships,1066524,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.14
Bharat_Impact_NGO_0820,West Bengal,SDG 17: Partnerships,1347165,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Medium,0.74
Bharat_Impact_NGO_0821,Tamil Nadu,SDG 4: Quality Education,3082826,Vernacular Language Datasets,Vernacular AI Models,Low,0.79
Bharat_Impact_NGO_0822,Tamil Nadu,SDG 13: Climate Action,4445160,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.67
Bharat_Impact_NGO_0823,Uttar Pradesh,SDG 13: Climate Action,4473995,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Medium,0.9
Bharat_Impact_NGO_0824,Rajasthan,SDG 4: Quality Education,3518413,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.47
Bharat_Impact_NGO_0825,Maharashtra,SDG 17: Partnerships,4019390,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.46
Bharat_Impact_NGO_0826,Uttar Pradesh,SDG 9: Industry & Innovation,797547,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.61
Bharat_Impact_NGO_0827,West Bengal,SDG 13: Climate Action,550524,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.73
Bharat_Impact_NGO_0828,Tamil Nadu,SDG 13: Climate Action,673308,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Low,0.23
Bharat_Impact_NGO_0829,Kerala,SDG 4: Quality Education,3578499,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.47
Bharat_Impact_NGO_0830,Gujarat,SDG 17: Partnerships,988811,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.18
Bharat_Impact_NGO_0831,Rajasthan,SDG 17: Partnerships,3358115,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.46
Bharat_Impact_NGO_0832,Odisha,SDG 9: Industry & Innovation,4748261,Localized Crop Yield Data,Smart Village Grids,Medium,0.35
Bharat_Impact_NGO_0833,Uttar Pradesh,SDG 17: Partnerships,2921385,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.43
Bharat_Impact_NGO_0834,Bihar,SDG 4: Quality Education,1547215,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.56
Bharat_Impact_NGO_0835,Gujarat,SDG 13: Climate Action,1718111,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.21
Bharat_Impact_NGO_0836,Uttar Pradesh,SDG 13: Climate Action,1356845,Localized Crop Yield Data,Agri-Tech Sensors,High,0.74
Bharat_Impact_NGO_0837,Karnataka,SDG 13: Climate Action,4777135,Localized Crop Yield Data,Vernacular AI Models,Low,0.19
Bharat_Impact_NGO_0838,Maharashtra,SDG 17: Partnerships,3563379,Vernacular Language Datasets,Vernacular AI Models,Low,0.49
Bharat_Impact_NGO_0839,Kerala,SDG 4: Quality Education,2421913,Vernacular Language Datasets,Vernacular AI Models,Low,0.26
Bharat_Impact_NGO_0840,West Bengal,SDG 13: Climate Action,2091379,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.38
Bharat_Impact_NGO_0841,Maharashtra,SDG 13: Climate Action,2644619,Rural Land Records,Vernacular AI Models,Low,0.25
Bharat_Impact_NGO_0842,Rajasthan,SDG 13: Climate Action,1420236,Localized Crop Yield Data,Smart Village Grids,Low,0.71
Bharat_Impact_NGO_0843,Uttar Pradesh,SDG 9: Industry & Innovation,1372451,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.26
Bharat_Impact_NGO_0844,Gujarat,SDG 9: Industry & Innovation,4085925,Rural Land Records,Agri-Tech Sensors,High,0.61
Bharat_Impact_NGO_0845,Odisha,SDG 4: Quality Education,1869669,Rural Land Records,Last-mile Fiber (BharatNet),High,0.18
Bharat_Impact_NGO_0846,Rajasthan,SDG 4: Quality Education,1418787,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.81
Bharat_Impact_NGO_0847,Maharashtra,SDG 17: Partnerships,3353623,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.65
Bharat_Impact_NGO_0848,Karnataka,SDG 17: Partnerships,1708903,Vernacular Language Datasets,Agri-Tech Sensors,High,0.37
Bharat_Impact_NGO_0849,Tamil Nadu,SDG 9: Industry & Innovation,1220780,Rural Land Records,Tier-3 City Cloud Infrastructure,Low,0.71
Bharat_Impact_NGO_0850,Kerala,SDG 4: Quality Education,746716,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.85
Bharat_Impact_NGO_0851,Odisha,SDG 17: Partnerships,3987426,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.26
Bharat_Impact_NGO_0852,Rajasthan,SDG 4: Quality Education,3812137,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.67
Bharat_Impact_NGO_0853,Rajasthan,SDG 4: Quality Education,817589,Vernacular Language Datasets,Agri-Tech Sensors,Low,0.58
Bharat_Impact_NGO_0854,Odisha,SDG 17: Partnerships,780492,Rural Land Records,Smart Village Grids,High,0.46
Bharat_Impact_NGO_0855,Bihar,SDG 17: Partnerships,2885434,Localized Crop Yield Data,Smart Village Grids,High,0.26
Bharat_Impact_NGO_0856,Odisha,SDG 17: Partnerships,1056441,Traditional Craft Knowledge,Vernacular AI Models,Low,0.76
Bharat_Impact_NGO_0857,Rajasthan,SDG 9: Industry & Innovation,3407370,Rural Land Records,Agri-Tech Sensors,Low,0.13
Bharat_Impact_NGO_0858,Tamil Nadu,SDG 9: Industry & Innovation,2342583,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Medium,0.74
Bharat_Impact_NGO_0859,Bihar,SDG 4: Quality Education,1988765,Rural Land Records,Smart Village Grids,Medium,0.62
Bharat_Impact_NGO_0860,Kerala,SDG 4: Quality Education,1632056,Rural Land Records,Agri-Tech Sensors,Medium,0.45
Bharat_Impact_NGO_0861,Maharashtra,SDG 9: Industry & Innovation,602618,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.24
Bharat_Impact_NGO_0862,Odisha,SDG 13: Climate Action,2848954,Localized Crop Yield Data,Last-mile Fiber (BharatNet),High,0.41
Bharat_Impact_NGO_0863,Uttar Pradesh,SDG 13: Climate Action,4228718,Localized Crop Yield Data,Vernacular AI Models,High,0.68
Bharat_Impact_NGO_0864,Tamil Nadu,SDG 13: Climate Action,3759157,Vernacular Language Datasets,Agri-Tech Sensors,High,0.1
Bharat_Impact_NGO_0865,Uttar Pradesh,SDG 4: Quality Education,3864655,Rural Land Records,Agri-Tech Sensors,High,0.49
Bharat_Impact_NGO_0866,Kerala,SDG 13: Climate Action,1034638,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.16
Bharat_Impact_NGO_0867,Uttar Pradesh,SDG 13: Climate Action,357014,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.74
Bharat_Impact_NGO_0868,West Bengal,SDG 9: Industry & Innovation,2250174,Localized Crop Yield Data,Smart Village Grids,Low,0.64
Bharat_Impact_NGO_0869,Bihar,SDG 9: Industry & Innovation,246009,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,High,0.18
Bharat_Impact_NGO_0870,Gujarat,SDG 13: Climate Action,4129701,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.87
Bharat_Impact_NGO_0871,Kerala,SDG 13: Climate Action,1754070,Vernacular Language Datasets,Vernacular AI Models,High,0.61
Bharat_Impact_NGO_0872,Rajasthan,SDG 17: Partnerships,983215,Localized Crop Yield Data,Smart Village Grids,Medium,0.72
Bharat_Impact_NGO_0873,Tamil Nadu,SDG 13: Climate Action,4163613,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.69
Bharat_Impact_NGO_0874,Karnataka,SDG 17: Partnerships,4358972,Rural Land Records,Last-mile Fiber (BharatNet),Low,0.45
Bharat_Impact_NGO_0875,Bihar,SDG 4: Quality Education,2016454,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.53
Bharat_Impact_NGO_0876,Odisha,SDG 4: Quality Education,3207198,Vernacular Language Datasets,Smart Village Grids,High,0.45
Bharat_Impact_NGO_0877,Tamil Nadu,SDG 13: Climate Action,4593648,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Low,0.47
Bharat_Impact_NGO_0878,Karnataka,SDG 9: Industry & Innovation,4647460,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.45
Bharat_Impact_NGO_0879,Odisha,SDG 13: Climate Action,3101938,Localized Crop Yield Data,Last-mile Fiber (BharatNet),High,0.78
Bharat_Impact_NGO_0880,Bihar,SDG 9: Industry & Innovation,1519636,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.32
Bharat_Impact_NGO_0881,Maharashtra,SDG 17: Partnerships,1349912,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.63
Bharat_Impact_NGO_0882,Uttar Pradesh,SDG 17: Partnerships,504097,Vernacular Language Datasets,Vernacular AI Models,Medium,0.8
Bharat_Impact_NGO_0883,West Bengal,SDG 9: Industry & Innovation,2121229,Localized Crop Yield Data,Smart Village Grids,Medium,0.31
Bharat_Impact_NGO_0884,Odisha,SDG 13: Climate Action,1960184,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.37
Bharat_Impact_NGO_0885,Odisha,SDG 17: Partnerships,3827869,Localized Crop Yield Data,Agri-Tech Sensors,Low,0.81
Bharat_Impact_NGO_0886,Bihar,SDG 4: Quality Education,1392502,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.62
Bharat_Impact_NGO_0887,Karnataka,SDG 13: Climate Action,3180362,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.16
Bharat_Impact_NGO_0888,Bihar,SDG 17: Partnerships,803926,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.56
Bharat_Impact_NGO_0889,Bihar,SDG 4: Quality Education,2922850,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.55
Bharat_Impact_NGO_0890,Rajasthan,SDG 9: Industry & Innovation,1515434,Rural Land Records,Vernacular AI Models,High,0.23
Bharat_Impact_NGO_0891,Rajasthan,SDG 4: Quality Education,3218217,Traditional Craft Knowledge,Agri-Tech Sensors,Medium,0.47
Bharat_Impact_NGO_0892,Rajasthan,SDG 4: Quality Education,740434,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.77
Bharat_Impact_NGO_0893,Karnataka,SDG 17: Partnerships,2655806,Vernacular Language Datasets,Smart Village Grids,Medium,0.34
Bharat_Impact_NGO_0894,Rajasthan,SDG 9: Industry & Innovation,2819921,Rural Land Records,Agri-Tech Sensors,High,0.36
Bharat_Impact_NGO_0895,Kerala,SDG 17: Partnerships,3979156,Vernacular Language Datasets,Vernacular AI Models,Medium,0.65
Bharat_Impact_NGO_0896,Bihar,SDG 4: Quality Education,1545745,Self-Help Group (SHG) Networks,Smart Village Grids,Low,0.9
Bharat_Impact_NGO_0897,West Bengal,SDG 13: Climate Action,2852978,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.33
Bharat_Impact_NGO_0898,Gujarat,SDG 4: Quality Education,386278,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.55
Bharat_Impact_NGO_0899,Tamil Nadu,SDG 4: Quality Education,4220299,Vernacular Language Datasets,Smart Village Grids,Medium,0.58
Bharat_Impact_NGO_0900,Bihar,SDG 4: Quality Education,3870104,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),High,0.9
Bharat_Impact_NGO_0901,Bihar,SDG 13: Climate Action,559327,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.23
Bharat_Impact_NGO_0902,Uttar Pradesh,SDG 13: Climate Action,2873217,Vernacular Language Datasets,Vernacular AI Models,High,0.63
Bharat_Impact_NGO_0903,Tamil Nadu,SDG 13: Climate Action,464281,Vernacular Language Datasets,Smart Village Grids,Low,0.37
Bharat_Impact_NGO_0904,Tamil Nadu,SDG 9: Industry & Innovation,1041940,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.83
Bharat_Impact_NGO_0905,West Bengal,SDG 9: Industry & Innovation,133343,Vernacular Language Datasets,Vernacular AI Models,Low,0.61
Bharat_Impact_NGO_0906,Odisha,SDG 9: Industry & Innovation,3882415,Rural Land Records,Agri-Tech Sensors,High,0.17
Bharat_Impact_NGO_0907,Uttar Pradesh,SDG 9: Industry & Innovation,678792,Localized Crop Yield Data,Vernacular AI Models,Medium,0.34
Bharat_Impact_NGO_0908,Odisha,SDG 9: Industry & Innovation,3585939,Rural Land Records,Vernacular AI Models,High,0.25
Bharat_Impact_NGO_0909,Kerala,SDG 4: Quality Education,3319962,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Medium,0.63
Bharat_Impact_NGO_0910,Bihar,SDG 13: Climate Action,590981,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Low,0.15
Bharat_Impact_NGO_0911,Gujarat,SDG 13: Climate Action,1880777,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.39
Bharat_Impact_NGO_0912,West Bengal,SDG 17: Partnerships,456217,Vernacular Language Datasets,Vernacular AI Models,Low,0.44
Bharat_Impact_NGO_0913,Bihar,SDG 4: Quality Education,4997093,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.31
Bharat_Impact_NGO_0914,West Bengal,SDG 17: Partnerships,3506775,Rural Land Records,Last-mile Fiber (BharatNet),High,0.24
Bharat_Impact_NGO_0915,Karnataka,SDG 4: Quality Education,1681411,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,High,0.12
Bharat_Impact_NGO_0916,West Bengal,SDG 17: Partnerships,4544937,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.26
Bharat_Impact_NGO_0917,Maharashtra,SDG 4: Quality Education,3292923,Traditional Craft Knowledge,Vernacular AI Models,High,0.82
Bharat_Impact_NGO_0918,Karnataka,SDG 9: Industry & Innovation,4891509,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Low,0.62
Bharat_Impact_NGO_0919,Gujarat,SDG 9: Industry & Innovation,2649026,Rural Land Records,Smart Village Grids,Low,0.4
Bharat_Impact_NGO_0920,Rajasthan,SDG 17: Partnerships,1737905,Rural Land Records,Agri-Tech Sensors,Medium,0.16
Bharat_Impact_NGO_0921,West Bengal,SDG 13: Climate Action,544470,Vernacular Language Datasets,Vernacular AI Models,Low,0.78
Bharat_Impact_NGO_0922,West Bengal,SDG 9: Industry & Innovation,1835171,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.88
Bharat_Impact_NGO_0923,Bihar,SDG 4: Quality Education,1639446,Localized Crop Yield Data,Vernacular AI Models,Medium,0.19
Bharat_Impact_NGO_0924,Odisha,SDG 13: Climate Action,1067984,Rural Land Records,Vernacular AI Models,Medium,0.67
Bharat_Impact_NGO_0925,Karnataka,SDG 9: Industry & Innovation,1792268,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.71
Bharat_Impact_NGO_0926,Odisha,SDG 4: Quality Education,3649652,Localized Crop Yield Data,Smart Village Grids,High,0.13
Bharat_Impact_NGO_0927,Maharashtra,SDG 13: Climate Action,4940771,Traditional Craft Knowledge,Vernacular AI Models,Medium,0.61
Bharat_Impact_NGO_0928,Uttar Pradesh,SDG 13: Climate Action,3715735,Vernacular Language Datasets,Agri-Tech Sensors,High,0.67
Bharat_Impact_NGO_0929,Uttar Pradesh,SDG 9: Industry & Innovation,3682302,Rural Land Records,Vernacular AI Models,Medium,0.71
Bharat_Impact_NGO_0930,Kerala,SDG 13: Climate Action,2764959,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.38
Bharat_Impact_NGO_0931,Uttar Pradesh,SDG 4: Quality Education,1589247,Rural Land Records,Last-mile Fiber (BharatNet),High,0.6
Bharat_Impact_NGO_0932,Rajasthan,SDG 13: Climate Action,1821872,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,High,0.59
Bharat_Impact_NGO_0933,Bihar,SDG 9: Industry & Innovation,4211280,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Medium,0.25
Bharat_Impact_NGO_0934,Rajasthan,SDG 9: Industry & Innovation,2801450,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Low,0.75
Bharat_Impact_NGO_0935,Gujarat,SDG 9: Industry & Innovation,2885269,Localized Crop Yield Data,Smart Village Grids,Low,0.21
Bharat_Impact_NGO_0936,Karnataka,SDG 13: Climate Action,595775,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.82
Bharat_Impact_NGO_0937,West Bengal,SDG 4: Quality Education,139537,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Medium,0.69
Bharat_Impact_NGO_0938,Tamil Nadu,SDG 13: Climate Action,3691049,Rural Land Records,Agri-Tech Sensors,Medium,0.54
Bharat_Impact_NGO_0939,Odisha,SDG 17: Partnerships,3209331,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.84
Bharat_Impact_NGO_0940,West Bengal,SDG 13: Climate Action,1057178,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Low,0.74
Bharat_Impact_NGO_0941,Uttar Pradesh,SDG 9: Industry & Innovation,2074219,Localized Crop Yield Data,Agri-Tech Sensors,High,0.56
Bharat_Impact_NGO_0942,Kerala,SDG 17: Partnerships,1021324,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Low,0.61
Bharat_Impact_NGO_0943,Gujarat,SDG 13: Climate Action,849296,Rural Land Records,Last-mile Fiber (BharatNet),High,0.43
Bharat_Impact_NGO_0944,Rajasthan,SDG 9: Industry & Innovation,3189847,Self-Help Group (SHG) Networks,Smart Village Grids,High,0.77
Bharat_Impact_NGO_0945,Uttar Pradesh,SDG 4: Quality Education,3302417,Vernacular Language Datasets,Vernacular AI Models,High,0.82
Bharat_Impact_NGO_0946,Kerala,SDG 4: Quality Education,2134987,Rural Land Records,Vernacular AI Models,High,0.77
Bharat_Impact_NGO_0947,Kerala,SDG 9: Industry & Innovation,3063911,Rural Land Records,Smart Village Grids,High,0.6
Bharat_Impact_NGO_0948,West Bengal,SDG 4: Quality Education,3652659,Vernacular Language Datasets,Smart Village Grids,Medium,0.51
Bharat_Impact_NGO_0949,Tamil Nadu,SDG 17: Partnerships,4895202,Self-Help Group (SHG) Networks,Smart Village Grids,Low,0.62
Bharat_Impact_NGO_0950,Kerala,SDG 17: Partnerships,491608,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Medium,0.86
Bharat_Impact_NGO_0951,Gujarat,SDG 13: Climate Action,3920878,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.67
Bharat_Impact_NGO_0952,Odisha,SDG 17: Partnerships,1888582,Vernacular Language Datasets,Vernacular AI Models,Low,0.64
Bharat_Impact_NGO_0953,Maharashtra,SDG 9: Industry & Innovation,2361474,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Medium,0.68
Bharat_Impact_NGO_0954,Rajasthan,SDG 13: Climate Action,2113855,Self-Help Group (SHG) Networks,Smart Village Grids,Low,0.67
Bharat_Impact_NGO_0955,Gujarat,SDG 17: Partnerships,3945574,Vernacular Language Datasets,Agri-Tech Sensors,High,0.9
Bharat_Impact_NGO_0956,Maharashtra,SDG 9: Industry & Innovation,981821,Vernacular Language Datasets,Last-mile Fiber (BharatNet),Low,0.68
Bharat_Impact_NGO_0957,Karnataka,SDG 4: Quality Education,1013846,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Low,0.4
Bharat_Impact_NGO_0958,Odisha,SDG 4: Quality Education,317715,Traditional Craft Knowledge,Agri-Tech Sensors,High,0.48
Bharat_Impact_NGO_0959,Karnataka,SDG 13: Climate Action,3134315,Vernacular Language Datasets,Agri-Tech Sensors,Medium,0.63
Bharat_Impact_NGO_0960,Tamil Nadu,SDG 13: Climate Action,4038127,Localized Crop Yield Data,Tier-3 City Cloud Infrastructure,Medium,0.84
Bharat_Impact_NGO_0961,Karnataka,SDG 9: Industry & Innovation,3178309,Vernacular Language Datasets,Vernacular AI Models,High,0.74
Bharat_Impact_NGO_0962,West Bengal,SDG 9: Industry & Innovation,342251,Rural Land Records,Last-mile Fiber (BharatNet),High,0.49
Bharat_Impact_NGO_0963,Odisha,SDG 4: Quality Education,1906146,Vernacular Language Datasets,Vernacular AI Models,High,0.87
Bharat_Impact_NGO_0964,Maharashtra,SDG 4: Quality Education,1512877,Rural Land Records,Agri-Tech Sensors,Medium,0.61
Bharat_Impact_NGO_0965,Kerala,SDG 13: Climate Action,4203700,Vernacular Language Datasets,Vernacular AI Models,Low,0.3
Bharat_Impact_NGO_0966,Rajasthan,SDG 4: Quality Education,542021,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,Medium,0.21
Bharat_Impact_NGO_0967,Odisha,SDG 9: Industry & Innovation,4818707,Localized Crop Yield Data,Smart Village Grids,High,0.47
Bharat_Impact_NGO_0968,Uttar Pradesh,SDG 13: Climate Action,1950446,Rural Land Records,Smart Village Grids,High,0.13
Bharat_Impact_NGO_0969,Gujarat,SDG 4: Quality Education,2985924,Traditional Craft Knowledge,Smart Village Grids,Medium,0.89
Bharat_Impact_NGO_0970,Rajasthan,SDG 13: Climate Action,4620711,Rural Land Records,Agri-Tech Sensors,Low,0.36
Bharat_Impact_NGO_0971,Karnataka,SDG 4: Quality Education,1722212,Self-Help Group (SHG) Networks,Last-mile Fiber (BharatNet),Medium,0.7
Bharat_Impact_NGO_0972,Karnataka,SDG 13: Climate Action,746328,Localized Crop Yield Data,Vernacular AI Models,High,0.2
Bharat_Impact_NGO_0973,Rajasthan,SDG 9: Industry & Innovation,4316827,Localized Crop Yield Data,Vernacular AI Models,Medium,0.27
Bharat_Impact_NGO_0974,Bihar,SDG 4: Quality Education,3977144,Localized Crop Yield Data,Vernacular AI Models,Medium,0.78
Bharat_Impact_NGO_0975,Karnataka,SDG 17: Partnerships,3399316,Vernacular Language Datasets,Vernacular AI Models,High,0.84
Bharat_Impact_NGO_0976,Bihar,SDG 9: Industry & Innovation,915465,Traditional Craft Knowledge,Agri-Tech Sensors,Low,0.26
